n s W(s)
0 0.0 3.92854607078972e-12
1 0.01 0.01569311687753494
2 0.02 0.03138394302081693
3 0.03 0.0470702152325444
4 0.04 0.06274969776816874
5 0.05 0.07842018426885389
6 0.06 0.09407949581407848
7 0.07 0.1097254825077485
8 0.08 0.12535602181144156
9 0.09 0.14096901872922274
10 0.1 0.15656240635955498
11 0.11 0.17213414455002862
12 0.12 0.18768222070094964
13 0.13 0.20320464890733092
14 0.14 0.21869946995208522
15 0.15 0.23416475153231886
16 0.16 0.24959858715199346
17 0.17 0.26499909689657386
18 0.18 0.2803644269950638
19 0.19 0.2956927489003789
20 0.2 0.3109822601928016
21 0.21 0.3262311836678293
22 0.22 0.3414377676490261
23 0.23 0.35660028489706974
24 0.24 0.37171703363279107
25 0.25 0.3867863366777158
26 0.26 0.4018065413707177
27 0.27 0.41677601914011575
28 0.28 0.4316931660623595
29 0.29 0.4465564016127246
30 0.3 0.4613641695530646
31 0.31 0.476114937196229
32 0.32 0.49080719514469706
33 0.33 0.5054394574813159
34 0.34 0.5200102611609054
35 0.35000000000000003 0.5345181664955021
36 0.36 0.5489617560847364
37 0.37 0.563339635607548
38 0.38 0.577650432477185
39 0.39 0.5918927974283861
40 0.4 0.6060654021903531
41 0.41000000000000003 0.6201669410259285
42 0.42 0.6341961300964272
43 0.43 0.6481517064856916
44 0.44 0.66203242951633
45 0.45 0.6758370792816493
46 0.46 0.6895644567288173
47 0.47000000000000003 0.7032133844704731
48 0.48 0.716782705317712
49 0.49 0.7302712828522999
50 0.5 0.7436780014993474
51 0.51 0.7570017650771774
52 0.52 0.7702414983535846
53 0.53 0.7833961459807597
54 0.54 0.7964646719978532
55 0.55 0.809446060104051
56 0.56 0.8223393144783699
57 0.5700000000000001 0.8351434572523999
58 0.58 0.8478575309649727
59 0.59 0.8604805960832778
60 0.6 0.8730117330506459
61 0.61 0.8854500402318877
62 0.62 0.897794635131504
63 0.63 0.9100446533631725
64 0.64 0.9221992486378099
65 0.65 0.9342575935524451
66 0.66 0.9462188779547205
67 0.67 0.9580823099987583
68 0.68 0.9698471150931596
69 0.6900000000000001 0.9815125366246775
70 0.7000000000000001 0.99307783489553
71 0.71 1.0045422881943864
72 0.72 1.0159051913504982
73 0.73 1.0271658563260075
74 0.74 1.038323611655585
75 0.75 1.0493778031150782
76 0.76 1.0603277928485682
77 0.77 1.0711729589650076
78 0.78 1.0819126962413748
79 0.79 1.0925464155746454
80 0.8 1.1030735438079091
81 0.81 1.1134935234862269
82 0.8200000000000001 1.123805813169497
83 0.8300000000000001 1.1340098864779975
84 0.84 1.1441052331508104
85 0.85 1.1540913578596133
86 0.86 1.1639677805842439
87 0.87 1.1737340360937196
88 0.88 1.1833896741764534
89 0.89 1.192934259625133
