n s W(s)
0 0.0 2.832928099715386e-13
1 0.01 0.01888537696757281
2 0.02 0.03777026441633424
3 0.03 0.05665417544510554
4 0.04 0.07553662598520283
5 0.05 0.09441713480066227
6 0.06 0.11329522347130416
7 0.07 0.13217041638877802
8 0.08 0.1510422407425478
9 0.09 0.1699102265081771
10 0.1 0.18877390644248337
11 0.11 0.20763281606913964
12 0.12 0.22648649367067186
13 0.13 0.24533448027832594
14 0.14 0.2641763196600482
15 0.15 0.28301155831494995
16 0.16 0.3018397454583095
17 0.17 0.32066043301521985
18 0.18 0.3394731756119498
19 0.19 0.3582775305587602
20 0.2 0.3770730578497541
21 0.21 0.39585932014787506
22 0.22 0.4146358827741512
23 0.23 0.43340231370050697
24 0.24 0.4521581835407096
25 0.25 0.47090306553807526
26 0.26 0.48963653555766307
27 0.27 0.5083581720766808
28 0.28 0.5270675561738738
29 0.29 0.5457642715190181
30 0.3 0.5644479043691808
31 0.31 0.5831180435521564
32 0.32 0.6017742804597459
33 0.33 0.6204162090387317
34 0.34 0.6390434257822708
35 0.35000000000000003 0.6576555297206044
36 0.36 0.6762521224073526
37 0.37 0.69483280791634
38 0.38 0.7133971928269558
39 0.39 0.7319448862217035
40 0.4 0.7504754996671492
41 0.41000000000000003 0.7689886472141767
42 0.42 0.7874839453846469
43 0.43 0.805961013160946
44 0.44 0.8244194719796303
45 0.45 0.842858945721753
46 0.46 0.8612790606988172
47 0.47000000000000003 0.8796794456546486
48 0.48 0.8980597317446763
49 0.49 0.91641955253513
50 0.5 0.934758543989636
51 0.51 0.9530763444614339
52 0.52 0.9713725946850307
53 0.53 0.9896469377684483
54 0.54 1.00789901918042
55 0.55 1.0261284867440468
56 0.56 1.044334990631505
57 0.5700000000000001 1.0625181833481463
58 0.58 1.0806777197291453
59 0.59 1.0988132569257907
60 0.6 1.1169244544049128
61 0.61 1.1350109739313616
62 0.62 1.1530724795645888
63 0.63 1.17110863764945
64 0.64 1.1891191168029422
65 0.65 1.2071035879161318
66 0.66 1.2250617241329742
67 0.67 1.2429932008497264
68 0.68 1.2608976957050455
69 0.6900000000000001 1.2787748885696075
70 0.7000000000000001 1.2966244615389346
71 0.71 1.3144460989276272
72 0.72 1.3322394872548138
73 0.73 1.3500043152413426
74 0.74 1.367740273796926
75 0.75 1.385447056017398
76 0.76 1.4031243571725263
77 0.77 1.420771874695685
78 0.78 1.4383893081805468
79 0.79 1.4559763593711068
80 0.8 1.4735327321508986
81 0.81 1.4910581325378676
82 0.8200000000000001 1.5085522686759116
83 0.8300000000000001 1.526014850823854
84 0.84 1.5434455913527731
85 0.85 1.5608442047319144
86 0.86 1.578210407525006
87 0.87 1.5955439183786986
88 0.88 1.6128444580180759
89 0.89 1.6301117492354802
90 0.9 1.647345516884874
91 0.91 1.6645454878733066
92 0.92 1.6817113911521826
93 0.93 1.6988429577108963
94 0.9400000000000001 1.7159399205658232
95 0.9500000000000001 1.733002014754918
96 0.96 1.7500289773322049
97 0.97 1.7670205473543312
98 0.98 1.7839764658757264
99 0.99 1.800896475943576
100 1.0 1.8177803225841878
101 1.01 1.8346277528013673
102 1.02 1.8514385155617372
103 1.03 1.868212361795873
104 1.04 1.884949044381635
105 1.05 1.9016483181437493
106 1.06 1.918309939841416
107 1.07 1.934933668162536
108 1.08 1.9515192637174845
109 1.09 1.9680664890291268
110 1.1 1.9845751085253873
111 1.11 2.001044888536647
112 1.12 2.017475597278942
113 1.1300000000000001 2.0338670048565852
114 1.1400000000000001 2.0502188832465507
115 1.1500000000000001 2.066531006296305
116 1.16 2.0828031497150583
117 1.17 2.09903509106541
118 1.18 2.115226609756739
119 1.19 2.1313774870376427
120 1.2 2.14748750598854
121 1.21 2.163556451516225
122 1.22 2.1795841103422298
123 1.23 2.1955702710005234
124 1.24 2.2115147238279143
125 1.25 2.2274172609565035
126 1.26 2.2432776763074997
127 1.27 2.2590957655818826
128 1.28 2.2748713262588858
129 1.29 2.290604157581157
130 1.3 2.306294060554933
131 1.31 2.321940837936438
132 1.32 2.3375442942307814
133 1.33 2.3531042356793392
134 1.34 2.3686204702587617
135 1.35 2.384092807669795
136 1.36 2.399521059328247
137 1.37 2.4149050383661432
138 1.3800000000000001 2.4302445596158684
139 1.3900000000000001 2.4455394396108865
140 1.4000000000000001 2.460789496571657
141 1.41 2.4759945504028984
142 1.42 2.491154422689281
143 1.43 2.506268936682389
144 1.44 2.521337917296986
145 1.45 2.536361191107215
146 1.46 2.551338586333184
147 1.47 2.566269932840992
148 1.48 2.5811550621318595
149 1.49 2.5959938073353186
150 1.5 2.610786003206318
151 1.51 2.625531486115463
152 1.52 2.6402300940403762
153 1.53 2.654881666564169
154 1.54 2.669486044868467
155 1.55 2.684043071717902
156 1.56 2.698552591467923
157 1.57 2.7130144500456126
158 1.58 2.727428494951603
159 1.59 2.7417945752470416
160 1.6 2.756112541553378
161 1.61 2.7703822460421392
162 1.62 2.7846035424270426
163 1.6300000000000001 2.7987762859628553
164 1.6400000000000001 2.812900333433639
165 1.6500000000000001 2.826975543150631
166 1.6600000000000001 2.8410017749415353
167 1.67 2.8549788901495177
168 1.68 2.868906751621214
169 1.69 2.8827852237036957
170 1.7 2.896614172239417
171 1.71 2.910393464556165
172 1.72 2.9241229694651274
173 1.73 2.9378025572481192
174 1.74 2.951432099660561
175 1.75 2.965011469917446
176 1.76 2.9785405426917535
177 1.77 2.9920191941035306
178 1.78 3.005447301722249
179 1.79 3.0188247445490184
180 1.8 3.0321514030209293
181 1.81 3.0454271590007203
182 1.82 3.0586518957699376
183 1.83 3.071825498022587
184 1.84 3.084947851863003
185 1.85 3.0980188447933443
186 1.86 3.11103836571705
187 1.87 3.1240063049219557
188 1.8800000000000001 3.136922554082574
189 1.8900000000000001 3.1497870062505484
190 1.9000000000000001 3.1625995558488604
191 1.9100000000000001 3.175360098668822
192 1.92 3.1880685318575956
193 1.93 3.200724753920621
194 1.94 3.2133286647111383
195 1.95 3.225880165422815
196 1.96 3.2383791585890442
197 1.97 3.250825548072857
198 1.98 3.263219239062824
199 1.99 3.275560138066485
200 2.0 3.2878481529064842
201 2.0100000000000002 3.300083192711714
202 2.02 3.3122651679156228
203 2.0300000000000002 3.3243939902471773
204 2.04 3.336469572727804
205 2.05 3.348491829661185
206 2.06 3.3604606766350216
207 2.07 3.372376030508974
208 2.08 3.3842378094098784
209 2.09 3.396045932731756
210 2.1 3.407800321121634
211 2.11 3.419500896481825
212 2.12 3.4311475819590136
213 2.13 3.4427403019429157
214 2.14 3.4542789820559925
215 2.15 3.4657635491534684
216 2.16 3.4771939313137636
217 2.17 3.488570057833318
218 2.18 3.4998918592237125
219 2.19 3.5111592672052154
220 2.2 3.5223722147004253
221 2.21 3.5335306358285337
222 2.22 3.5446344659019715
223 2.23 3.5556836414192396
224 2.24 3.566678100062191
225 2.25 3.5776177806861575
226 2.2600000000000002 3.5885026233188597
227 2.27 3.5993325691543028
228 2.2800000000000002 3.610107560545913
229 2.29 3.6208275410032584
230 2.3000000000000003 3.631492455183661
231 2.31 3.642102248892293
232 2.32 3.652656869070853
233 2.33 3.6631562637986192
234 2.34 3.673600382280199
235 2.35 3.683989174848854
236 2.36 3.694322592952034
237 2.37 3.7046005891551204
238 2.38 3.714823117130109
239 2.39 3.7249901316530725
240 2.4 3.7351015885996475
241 2.41 3.745157444936382
242 2.42 3.755157658721899
243 2.43 3.765102189095714
244 2.44 3.7749909962765216
245 2.45 3.784824041559851
246 2.46 3.7946012873035215
247 2.47 3.804322696934314
248 2.48 3.8139882349364242
249 2.49 3.823597866844999
250 2.5 3.833151559247881
251 2.5100000000000002 3.8426492797761966
252 2.52 3.8520909970983084
253 2.5300000000000002 3.8614766809197505
254 2.54 3.8708063019709726
255 2.5500000000000003 3.8800798320119014
256 2.56 3.8892972438209696
257 2.57 3.8984585111885437
258 2.58 3.907563608920192
259 2.59 3.9166125128226525
260 2.6 3.9256051997071353
261 2.61 3.934541647376541
262 2.62 3.9434218346288077
263 2.63 3.9522457412466565
264 2.64 3.9610133479944736
265 2.65 3.969724636615368
266 2.66 3.9783795898246552
267 2.67 3.986978191302228
268 2.68 3.9955204256961494
269 2.69 4.004006278611506
270 2.7 4.0124357366046866
271 2.71 4.020808787185345
272 2.72 4.029125418805769
