n s phi1 d4_phi1 phi2 d4_phi2 phi3 phi4 phi5
453 4.53 0.06089229110764238 0.00012765326204973736 0.049321551404774705 8.403663605625746e-05 0.07569398775912575 0.24104329059799767 -0.18430914491602446
454 4.54 0.06097897610312397 0.00012717384558470952 0.04939874474586424 8.38318171225438e-05 0.07582868872278661 0.2415156983737532 -0.18468438749747682
455 4.55 0.06106541658282455 0.00012669575912420178 0.049475764700884384 8.362739200057632e-05 0.07596319327825524 0.24198770091658917 -0.18505940196585327
456 4.5600000000000005 0.06115161252763024 0.00012621899941910053 0.04955261116703129 8.342336001068277e-05 0.07609750114298838 0.24245929725056103 -0.18543418764626024
457 4.57 0.06123756391969365 0.0001257435632277049 0.04962928404233782 8.321972047430107e-05 0.07623161203502768 0.24293048639946146 -0.18580874386299503
458 4.58 0.0613232707424301 0.00012526944731570887 0.049705783225670375 8.301647271397732e-05 0.076365525673004 0.24340126738682055 -0.18618306993954647
459 4.59 0.06140873298051114 0.0001247966484561857 0.04978210861673012 8.281361605336457e-05 0.07649924177613004 0.2438716392359077 -0.1865571651985934
460 4.6000000000000005 0.06149395061986235 0.00012432516342957204 0.04985826011604415 8.261114981722037e-05 0.07663276006420727 0.24434160096973412 -0.18693102896200495
461 4.61 0.061578923647656825 0.00012385498902365178 0.0499342376249719 8.240907333140543e-05 0.07676608025762094 0.2448111516110506 -0.18730466055084175
462 4.62 0.06166365205231 0.0001233861220335394 0.05001004104569591 8.220738592288197e-05 0.07689920207734194 0.24528029018235453 -0.18767805928535453
463 4.63 0.06174813582347827 0.0001229185592616654 0.05008567028122436 8.200608691971145e-05 0.07703212524492367 0.24574901570588115 -0.18805122448498257
464 4.64 0.061832374952049074 0.00012245229751775758 0.050161125235387155 8.180517565105365e-05 0.0771648494825054 0.246217327203612 -0.18842415546835786
465 4.65 0.06191636943014056 0.00012198733361882787 0.05023640581283417 8.160465144716412e-05 0.07729737451280827 0.2466852236972762 -0.18879685155330056
466 4.66 0.062000119251095664 0.00012152366438915523 0.05031151191903298 8.140451363939292e-05 0.0774297000591381 0.24715270420834978 -0.18916931205682122
467 4.67 0.062083624409475846 0.00012106128666026905 0.05038644346026841 8.120476156018287e-05 0.07756182584538412 0.24761976775805117 -0.18954153629512024
468 4.68 0.06216688490105948 0.00012060019727093456 0.05046120034363728 8.100539454306746e-05 0.07769375159601488 0.24808641336735626 -0.18991352358358768
469 4.69 0.06224990072283387 0.00012014039306713598 0.05053578247705058 8.080641192266968e-05 0.07782547703608436 0.2485526400569812 -0.190285273236803
470 4.7 0.062332671872993906 0.00011968187090206135 0.05061018976922811 8.060781303469982e-05 0.07795700189122592 0.24901844684739727 -0.19065678456853546
471 4.71 0.06241519835093445 0.00011922462763608633 0.05068442212969858 8.040959721595404e-05 0.07808832588765602 0.24948383275882924 -0.19102805689174435
472 4.72 0.06249748015724832 0.00011876866013675895 0.05075847946879525 8.021176380431231e-05 0.07821944875217116 0.24994879681125137 -0.19139908951857618
473 4.73 0.06257951729372008 0.00011831396527878329 0.05083236169765787 8.001431213873722e-05 0.07835037021214783 0.25041333802439236 -0.1917698817603687
474 4.74 0.0626613097633219 0.000117860539944004 0.05090606872822567 7.981724155927184e-05 0.07848108999554346 0.25087745541773887 -0.1921404329276478
475 4.75 0.06274285757020953 0.00011740838102139126 0.05097960047324057 7.962055140703807e-05 0.07861160783089546 0.2513411480105283 -0.192510742330129
476 4.76 0.06282416071971647 0.00011695748540702406 0.05105295684624042 7.942424102423517e-05 0.07874192344732034 0.2518044148217614 -0.19288080927671641
477 4.7700000000000005 0.06290521921835152 0.0001165078500040756 0.051126137761560636 7.92283097541377e-05 0.07887203657451272 0.2522672548701904 -0.19325063307550283
478 4.78 0.06298603307379191 0.00011605947172279737 0.05119914313432995 7.903275694109426e-05 0.07900194694274923 0.25272966717432743 -0.1936202130337708
479 4.79 0.06306660229488065 0.0001156123474805036 0.05127197288047086 7.883758193052522e-05 0.07913165428288019 0.25319165075245187 -0.1939895484579897
480 4.8 0.06314692689162094 0.00011516647420155566 0.05134462691669457 7.864278406892166e-05 0.07926115832633751 0.2536532046225962 -0.19435863865382091
481 4.8100000000000005 0.06322700687517263 0.00011472184881734706 0.051417105160501325 7.844836270384308e-05 0.07939045880512963 0.25411432780256027 -0.19472748292611014
482 4.82 0.06330684225784683 0.00011427846826628769 0.05148940753017785 7.825431718391618e-05 0.07951955545184125 0.254575019309901 -0.1950960805788957
483 4.83 0.0633864330531016 0.00011383632949378852 0.05156153394479579 7.806064685883292e-05 0.07964844799963453 0.2550352781619524 -0.1954644309154015
484 4.84 0.06346577927553837 0.00011339542945224602 0.05163348432420854 7.786735107934884e-05 0.07977713618224908 0.2554951033757976 -0.19583253323804112
485 4.8500000000000005 0.06354488094089666 0.0001129557651010273 0.051705258589050423 7.767442919728153e-05 0.07990561973399976 0.25595449396829806 -0.19620038684841642
486 4.86 0.06362373806605048 0.00011251733340645485 0.05177685666073446 7.748188056550873e-05 0.08003389838977684 0.25641344895608 -0.19656799104731787
487 4.87 0.06370235066900193 0.00011208013134179074 0.0518482784614501 7.728970453796692e-05 0.0801619718850474 0.25687196735553663 -0.1969353451347233
488 4.88 0.06378071876888025 0.0001116441558872217 0.05191952391416217 7.70979004696492e-05 0.08028983995585123 0.25733004818283267 -0.19730244840979969
489 4.89 0.06385884238593359 0.00011120940402984394 0.051990592942608674 7.690646771660432e-05 0.08041750233880485 0.2577876904539046 -0.1976693001709018
490 4.9 0.06393672154152819 0.00011077587276364851 0.05206148547129716 7.671540563593422e-05 0.08054495877109874 0.25824489318445765 -0.1980358997155724
491 4.91 0.06401435625814172 0.0001103435590895052 0.05213220142550569 7.652471358579297e-05 0.08067220899049635 0.25870165538997636 -0.19840224634054288
492 4.92 0.06409174655935868 0.00010991246001514762 0.05220274073127833 7.633439092538483e-05 0.080799252735337 0.25915797608571256 -0.19876833934173246
493 4.93 0.06416889246986818 0.00010948257255515947 0.05227310331542612 7.614443701496256e-05 0.08092608974452967 0.25961385428669737 -0.19913417801424751
494 4.94 0.06424579401545871 0.0001090538937309578 0.05234328910552036 7.595485121582586e-05 0.08105271975755954 0.2600692890077376 -0.19949976165238428
495 4.95 0.06432245122301267 0.00010862642057077905 0.05241329802989794 7.57656328903197e-05 0.08117914251448197 0.2605242792634196 -0.19986508954962542
496 4.96 0.064398864120503 0.00010820015010966337 0.05248313001765165 7.557678140183267e-05 0.08130535775592648 0.26097882406810846 -0.2002301609986425
497 4.97 0.06447503273698985 0.00010777507938944083 0.05255278499863404 7.538829611479524e-05 0.08143136522309308 0.2614329224359445 -0.20059497529129405
498 4.98 0.06455095710261438 0.00010735120545871502 0.05262226290345308 7.52001763946783e-05 0.08155716465775323 0.2618865733808533 -0.20095953171862788
499 4.99 0.06462663724859607 0.00010692852537284969 0.05269156366346886 7.501242160799119e-05 0.08168275580225093 0.26233977591654234 -0.2013238295708777
500 5.0 0.06470207320722754 0.00010650703619395265 0.05276068721079681 7.48250311222805e-05 0.08180813839949835 0.2627925290565002 -0.20168786813746775
501 5.01 0.06477726501187109 0.00010608673499086179 0.05282963347829915 7.463800430612785e-05 0.08193331219298078 0.26324483181400604 -0.2020516467070082
502 5.0200000000000005 0.06485221269695418 0.00010566761883913032 0.05289840239958839 7.445134052914893e-05 0.08205827692675219 0.26369668320211515 -0.20241516456729738
503 5.03 0.06492691629796415 0.00010524968482101094 0.052966993909023555 7.426503916199133e-05 0.08218303234543523 0.264148082233679 -0.20277842100532278
504 5.04 0.06500137585144633 0.00010483293002544316 0.05303540794170644 7.407909957633307e-05 0.08230757819422446 0.26459902792133017 -0.20314141530725835
505 5.05 0.06507559139499774 0.00010441735154803631 0.05310364443348292 7.389352114488105e-05 0.0824319142188811 0.2650495192774933 -0.20350414675846665
506 5.0600000000000005 0.06514956296726393 0.00010400294649105679 0.053171703320938554 7.370830324136928e-05 0.082556040165737 0.2654995553143854 -0.20386661464349703
507 5.07 0.06522329060793469 0.00010358971196341234 0.053239584541399626 7.352344524055746e-05 0.08267995578169043 0.2659491350440084 -0.2042288182460887
508 5.08 0.06529677435773978 0.00010317764508063778 0.05330728803292832 7.333894651822917e-05 0.08280366081420829 0.2663982574781627 -0.20459075684916767
509 5.09 0.06537001425844474 0.00010276674296488068 0.05337481373432139 7.31548064511902e-05 0.08292715501132572 0.2668469216284429 -0.20495242973484762
510 5.1000000000000005 0.06544301035284711 0.00010235700274488693 0.05344216158511078 7.297102441726712e-05 0.08305043812164448 0.26729512650623355 -0.2053138361844308
511 5.11 0.06551576268477222 0.00010194842155598529 0.053509331525557924 7.278759979530562e-05 0.08317350989433295 0.2677428711227209 -0.20567497547840732
512 5.12 0.06558827129906841 0.00010154099654007402 0.053576323496655434 7.260453196516876e-05 0.08329637007912713 0.26819015448888295 -0.20603584689645507
513 5.13 0.06566053624160412 0.00010113472484560647 0.05364313744012296 7.242182030773541e-05 0.08341901842632896 0.2686369756154998 -0.20639644971743987
514 5.14 0.0657325575592626 0.00010072960362757536 0.053709773298407856 7.223946420489896e-05 0.08354145468680435 0.2690833335131535 -0.2067567832194167
515 5.15 0.06580433529993945 0.00010032563004750028 0.05377623101467892 7.205746303956504e-05 0.08366367861198798 0.2695292271922193 -0.20711684667962685
516 5.16 0.0658758695125361 9.992280127341185e-05 0.05384251053282996 7.187581619565056e-05 0.08378568995387664 0.26997465566288115 -0.20747663937450142
517 5.17 0.06594716024695846 9.952111447983822e-05 0.05390861179747361 7.16945230580818e-05 0.08390748846503476 0.27041961793512637 -0.20783616057965898
518 5.18 0.06601820755411136 9.912056684779051e-05 0.05397453475394241 7.15135830127929e-05 0.08402907389858899 0.2708641130187419 -0.20819540956990654
519 5.19 0.06608901148589441 9.872115556474883e-05 0.05404027934828419 7.133299544672406e-05 0.08415044600823154 0.2713081399233235 -0.20855438561923853
520 5.2 0.06615957209519913 9.832287782464767e-05 0.05410584552726487 7.115275974782032e-05 0.08427160454821797 0.27175169765827545 -0.2089130880008389
521 5.21 0.06622988943590352 9.792573082786168e-05 0.05417123323836147 7.097287530502978e-05 0.084392549273367 0.2721947852328084 -0.20927151598707966
522 5.22 0.06629996356286932 9.752971178119244e-05 0.05423644242976158 7.079334150830166e-05 0.08451327993906141 0.27263740165594164 -0.20962966884952075
523 5.23 0.06636979453193753 9.713481789785316e-05 0.0543014730503643 7.061415774858543e-05 0.08463379630124623 0.27307954593650474 -0.20998754585891177
524 5.24 0.06643938239992386 9.674104639745536e-05 0.05436632504977801 7.04353234178287e-05 0.0847540981164289 0.2735212170831406 -0.2103451462851897
525 5.25 0.06650872722461604 9.634839450599412e-05 0.0544309983783141 7.025683790897574e-05 0.0848741851416793 0.27396241410430444 -0.21070246939748047
526 5.26 0.06657782906476933 9.595685945583528e-05 0.054495492986989524 7.007870061596593e-05 0.08499405713462896 0.2744031360082655 -0.2110595144640992
527 5.2700000000000005 0.06664668798010176 9.55664384857e-05 0.05455980882752476 6.990091093373223e-05 0.08511371385347011 0.27484338180311185 -0.21141628075254915
528 5.28 0.06671530403129095 9.517712884065143e-05 0.054623945852339706 6.972346825819967e-05 0.08523315505695866 0.275283150496743 -0.21177276752952293
529 5.29 0.06678367727997131 9.478892777208136e-05 0.05468790401455455 6.954637198628344e-05 0.0853523805044076 0.27572244109687893 -0.2121289740609024
530 5.3 0.06685180778872762 9.440183253769501e-05 0.0547516832679847 6.936962151588774e-05 0.08547138995569514 0.2761612526110575 -0.21248489961175754
531 5.3100000000000005 0.06691969562109384 9.401584040149872e-05 0.05481528356714359 6.91932162459039e-05 0.08559018317125508 0.276599584046641 -0.21284054344634787
532 5.32 0.06698734084154634 9.363094863378433e-05 0.0548787048672377 6.901715557620915e-05 0.08570875991208265 0.2770374344108084 -0.21319590482812253
533 5.33 0.06705474351550306 9.324715451111683e-05 0.05494194712416328 6.884143890766458e-05 0.08582711993973502 0.2774748027105677 -0.21355098301971945
534 5.34 0.06712190370931809 9.286445531632023e-05 0.05500501029450901 6.8666065642114e-05 0.08594526301632457 0.27791168795274135 -0.21390577728296614
535 5.3500000000000005 0.06718882149027766 9.248284833846304e-05 0.05506789433555176 6.849103518238224e-05 0.08606318890452494 0.2783480891439911 -0.21426028687887985
536 5.36 0.06725549692659583 9.210233087284536e-05 0.05513059920525398 6.831634693227353e-05 0.08618089736756807 0.27878400529079705 -0.21461451106766716
537 5.37 0.0673219300874136 9.172290022098505e-05 0.05519312486226338 6.814200029656995e-05 0.08629838816924307 0.2792194353994629 -0.2149684491087238
538 5.38 0.06738812104279074 9.13445536906039e-05 0.055255471265912195 6.796799468103012e-05 0.08641566107389836 0.27965437847613217 -0.21532210026063658
539 5.39 0.06745406986370561 9.09672885956138e-05 0.055317638376212355 6.779432949238727e-05 0.08653271584643915 0.28008883352677005 -0.2156754637811819
540 5.4 0.06751977662204967 9.059110225610332e-05 0.055379626153856304 6.762100413834793e-05 0.08664955225232854 0.2805227995571835 -0.21602853892732515
541 5.41 0.067585241390624 9.021599199832439e-05 0.055441434560214234 6.744801802759052e-05 0.08676617005758419 0.2809562755730025 -0.2163813249552239
542 5.42 0.06765046424313542 8.984195515467846e-05 0.05550306355733213 6.727537056976333e-05 0.08688256902878383 0.2813892605796976 -0.21673382112022369
543 5.43 0.06771544525419326 8.946898906370299e-05 0.055564513107931784 6.710306117548347e-05 0.08699874893305892 0.2818217535825771 -0.21708602667686266
544 5.44 0.06778018449930556 8.909709107005761e-05 0.055625783175405646 6.693108925633518e-05 0.08711470953809763 0.28225375358677696 -0.2174379408788676
545 5.45 0.06784468205487393 8.87262585245117e-05 0.05568687372381956 6.675945422486818e-05 0.08723045061214496 0.2826852595972811 -0.21778956297915802
546 5.46 0.06790893799819192 8.835648878392958e-05 0.055747784717907145 6.658815549459626e-05 0.08734597192399793 0.283116270618911 -0.2181408922298427
547 5.47 0.06797295240744033 8.798777921125833e-05 0.05580851612307028 6.641719247999564e-05 0.0874612732430125 0.2835467856563254 -0.2184919278822217
548 5.48 0.06803672536168281 8.762012717551325e-05 0.05586906790537577 6.624656459650363e-05 0.08757635433909725 0.28397680371402867 -0.21884266918678694
549 5.49 0.06810025694086347 8.725353005176583e-05 0.055929440031554686 6.607627126051693e-05 0.0876912149827152 0.28440632379637276 -0.21919311539322098
550 5.5 0.06816354722580298 8.688798522112938e-05 0.055989632469002765 6.590631188939012e-05 0.08780585494488305 0.28483534490754436 -0.21954326575039795
551 5.51 0.06822659629819361 8.652349007074585e-05 0.056049645185773864 6.57366859014343e-05 0.08792027399717225 0.2852638660515857 -0.21989311950638363
552 5.5200000000000005 0.06828940424059676 8.61600419937727e-05 0.0561094781505827 6.556739271591546e-05 0.08803447191170771 0.28569188623238295 -0.22024267590843633
553 5.53 0.06835197113643976 8.579763838937033e-05 0.05616913133279988 6.539843175305284e-05 0.08814844846116546 0.28611940445367434 -0.22059193420300446
554 5.54 0.0684142970700109 8.543627666268809e-05 0.05622860470245225 6.522980243401765e-05 0.08826220341877677 0.2865464197190426 -0.22094089363572988
555 5.55 0.06847638212645646 8.507595422485067e-05 0.05628789823022118 6.506150418093151e-05 0.08837573655832406 0.2869729310319269 -0.22128955345144746
556 5.5600000000000005 0.06853822639177709 8.471666849294612e-05 0.056347011887439874 6.489353641686476e-05 0.08848904765414292 0.2873989373956177 -0.22163791289418255
557 5.57 0.06859982995282482 8.435841689001212e-05 0.05640594564609229 6.472589856583502e-05 0.08860213648111884 0.28782443781326517 -0.2219859712071542
558 5.58 0.06866119289729794 8.400119684502278e-05 0.05646469947881108 6.45585900528061e-05 0.08871500281469152 0.2882494312878655 -0.2223337276327747
559 5.59 0.06872231531373929 8.364500579287576e-05 0.05652327335887701 6.439161030368572e-05 0.08882764643084931 0.2886739168222784 -0.2226811814126477
560 5.6000000000000005 0.06878319729153043 8.328984117437886e-05 0.05658166726021424 6.422495874532475e-05 0.08894006710613345 0.28909789341922354 -0.22302833178757264
561 5.61 0.06884383892089069 8.293570043623792e-05 0.05663988115739327 6.405863480551523e-05 0.08905226461763488 0.28952136008127793 -0.22337517799753998
562 5.62 0.06890424029287123 8.258258103104252e-05 0.05669791502562617 6.38926379129892e-05 0.08916423874299412 0.2899443158108783 -0.22372171928173523
563 5.63 0.06896440149935407 8.223048041725467e-05 0.05675576884076515 6.372696749741685e-05 0.08927598926040359 0.29036675961032454 -0.22406795487853587
564 5.64 0.06902432263304475 8.187939605919368e-05 0.05681344257930186 6.356162298940549e-05 0.08938751594860428 0.29078869048178546 -0.22441388402551643
565 5.65 0.06908400378747342 8.152932542702562e-05 0.05687093621836335 6.339660382049754e-05 0.08949881858688627 0.2912101074272905 -0.2247595059594421
566 5.66 0.06914344505698738 8.118026599674861e-05 0.056928249735715905 6.32319094231696e-05 0.08960989695508931 0.29163100944873777 -0.2251048199162753
567 5.67 0.06920264653675062 8.083221525018127e-05 0.056985383109756746 6.306753923083046e-05 0.08972075083360143 0.29205139554789206 -0.2254498251311713
568 5.68 0.06926160832273764 8.048517067494878e-05 0.05704233631951641 6.290349267781997e-05 0.08983138000335952 0.29247126472638807 -0.22579452083848145
569 5.69 0.06932033051173192 8.01391297644708e-05 0.057099109344655924 6.27397691994074e-05 0.08994178424584984 0.29289061598573496 -0.2261389062717511
570 5.7 0.06937881320132178 7.97940900179487e-05 0.05715570216546642 6.257636823179005e-05 0.09005196334310409 0.2933094483273103 -0.22648298066372174
571 5.71 0.06943705648989668 7.945004894035259e-05 0.057212114762864544 6.241328921209172e-05 0.0901619170777026 0.29372776075236695 -0.22682674324632957
572 5.72 0.06949506047664461 7.910700404240848e-05 0.05726834711839368 6.225053157836106e-05 0.09027164523277426 0.2941455522620321 -0.22717019325070797
573 5.73 0.0695528252615471 7.876495284058589e-05 0.0573243992142216 6.208809476957059e-05 0.09038114759199303 0.2945628218573145 -0.22751332990718487
574 5.74 0.06961035094537754 7.842389285708504e-05 0.05738027103313925 6.192597822561482e-05 0.09049042393957984 0.29497956853909235 -0.227856152445285
575 5.75 0.0696676376296968 7.808382161982463e-05 0.05743596255855625 6.176418138730879e-05 0.0905994740603043 0.29539579130812954 -0.2281986600937293
576 5.76 0.06972468541684979 7.774473666242809e-05 0.05749147377450298 6.160270369638686e-05 0.0907082977394787 0.29581148916507394 -0.22854085208043662
577 5.7700000000000005 0.06978149440996234 7.740663552421219e-05 0.057546804665627685 6.144154459550106e-05 0.09081689476296362 0.2962266611104464 -0.22888272763252127
578 5.78 0.06983806471293796 7.706951575017457e-05 0.05760195521719419 6.128070352821973e-05 0.09092526491716413 0.2966413061446588 -0.22922428597629596
579 5.79 0.06989439643045414 7.673337489098014e-05 0.057656925415080634 6.112017993902589e-05 0.09103340798903059 0.2970554232680047 -0.22956552633726973
580 5.8 0.06995048966795814 7.639821050294888e-05 0.057711715245777756 6.095997327331602e-05 0.0911413237660586 0.2974690114806704 -0.22990644794015125
581 5.8100000000000005 0.07000634453166654 7.606402014804447e-05 0.057766324696388024 6.080008297739852e-05 0.09124901203628857 0.29788206978272236 -0.2302470500088455
582 5.82 0.070061961128558 7.573080139386058e-05 0.05782075375462381 6.064050849849222e-05 0.09135647258830376 0.2982945971741213 -0.23058733176645713
583 5.83 0.070117339566373 7.5398551813609e-05 0.05787500240880415 6.048124928472485e-05 0.0914637052112334 0.29870659265471966 -0.2309272924352876
584 5.84 0.07017247995360865 7.506726898610695e-05 0.05792907064785556 6.032230478513195e-05 0.09157070969474931 0.29911805522426094 -0.23126693123683978
585 5.8500000000000005 0.07022738239951615 7.473695049576499e-05 0.05798295846131024 6.016367444965508e-05 0.09167748582906696 0.29952898388238036 -0.23160624739181446
586 5.86 0.07028204701409768 7.440759393257504e-05 0.05803666583930063 6.0005357729140315e-05 0.09178403340494534 0.2999393776286139 -0.23194524012011086
587 5.87 0.07033647390810294 7.407919689209717e-05 0.058090192772563956 5.98473540753372e-05 0.09189035221368655 0.30034923546239123 -0.23228390864082998
588 5.88 0.0703906631930249 7.375175697544807e-05 0.058143539252435705 5.968966294089705e-05 0.09199644204713364 0.30075855638304183 -0.2326222521722715
589 5.89 0.07044461498109805 7.342527178928816e-05 0.05819670527085058 5.953228377937156e-05 0.09210230269767491 0.3011673393897961 -0.2329602699319362
590 5.9 0.07049832938529421 7.309973894581014e-05 0.058249690820339955 5.9375216045211275e-05 0.09220793395823734 0.30157558348177815 -0.2332979611365255
591 5.91 0.07055180651931969 7.277515606272619e-05 0.05830249589403051 5.921845919376436e-05 0.09231333562229202 0.3019832876580285 -0.23363532500194123
592 5.92 0.07060504649761057 7.24515207632557e-05 0.05835512048564248 5.9062012681275224e-05 0.09241850748385047 0.3023904509174824 -0.2339723607432876
593 5.93 0.07065804943533244 7.212883067611395e-05 0.058407564589488925 5.890587596488261e-05 0.09252344933746542 0.30279707225898345 -0.23430906757486952
594 5.94 0.07071081544837465 7.180708343549876e-05 0.058459828200472436 5.875004850261881e-05 0.09262816097823154 0.30320315068128245 -0.23464544471019405
595 5.95 0.0707633446533476 7.148627668107973e-05 0.05851191131408588 5.859452975340784e-05 0.09273264220178282 0.30360868518304285 -0.234981491361971
596 5.96 0.07081563716757949 7.116640805798468e-05 0.05856381392640894 5.843931917706422e-05 0.09283689280429364 0.3040136747628319 -0.23531720674211298
597 5.97 0.07086769310911473 7.084747521678917e-05 0.05861553603410731 5.828441623429123e-05 0.09294091258247947 0.30441811841913546 -0.23565259006173422
598 5.98 0.07091951259670781 7.052947581350305e-05 0.0586670776344316 5.812982038668009e-05 0.09304470133359402 0.30482201515035146 -0.23598764053115462
599 5.99 0.07097109574982302 7.02124075095596e-05 0.05871843872521369 5.797553109670792e-05 0.09314825885543235 0.3052253639547875 -0.23632235735989443
600 6.0 0.07102244268862878 6.989626797180295e-05 0.05876961930486933 5.782154782773688e-05 0.09325158494632704 0.3056281638306768 -0.23665673975668144
601 6.01 0.07107355353399647 6.9581054872476e-05 0.058820619372391525 5.766787004401217e-05 0.09335467940515055 0.30603041377616 -0.23699078692944564
602 6.0200000000000005 0.07112442840749583 6.926676588920875e-05 0.05887143892735293 5.7514497210661287e-05 0.09345754203131348 0.3064321127893107 -0.23732449808532258
603 6.03 0.07117506743139296 6.895339870500714e-05 0.05892207796990234 5.7361428793692124e-05 0.09356017262476535 0.30683325986811016 -0.23765787243065217
604 6.04 0.07122547072864688 6.864095100823955e-05 0.058972536500763784 5.7208664259991574e-05 0.09366257098599298 0.30723385401047476 -0.2379909091709806
605 6.05 0.07127563842290474 6.832942049262625e-05 0.05902281452123527 5.705620307732475e-05 0.09376473691602219 0.3076338942142355 -0.2383236075110594
606 6.0600000000000005 0.07132557063850159 6.801880485722714e-05 0.059072912033186376 5.690404471433268e-05 0.09386667021641479 0.30803337947715625 -0.23865596665484712
607 6.07 0.07137526750045514 6.77091018064301e-05 0.05912282903905759 5.675218864053165e-05 0.09396837068927127 0.3084323087969233 -0.23898798580550695
608 6.08 0.0714247291344633 6.7400309049939e-05 0.05917256554185815 5.660063432631143e-05 0.0940698381372288 0.30883068117115353 -0.23931966416541145
609 6.09 0.07147395566690101 6.709242430276189e-05 0.059222121545165526 5.6449381242934026e-05 0.09417107236346028 0.3092284955973985 -0.23965100093613945
610 6.1000000000000005 0.07152294722481767 6.678544528520002e-05 0.0592714970531219 5.629842886253221e-05 0.09427207317167616 0.30962575107313917 -0.23998199531847736
611 6.11 0.0715717039359332 6.647936972283526e-05 0.05932069207043504 5.614777665810825e-05 0.09437284036612353 0.3100224465957859 -0.24031264651241901
612 6.12 0.07162022592863515 6.617419534651854e-05 0.0593697066023748 5.59974241035324e-05 0.09447337375158352 0.31041858116269094 -0.2406429537171697
613 6.13 0.07166851333197649 6.58699198923588e-05 0.059418540654774143 5.5847370673541695e-05 0.09457367313337406 0.3108141537711415 -0.2409729161311397
614 6.140000000000001 0.07171656627567141 6.556654110171091e-05 0.05946719423402437 5.5697615843738255e-05 0.09467373831734888 0.31120916341836213 -0.24130253295195198
615 6.15 0.07176438489009324 6.52640567211645e-05 0.059515667347075904 5.55481590905884e-05 0.0947735691098966 0.31160360910151774 -0.24163180337643753
616 6.16 0.07181196930627054 6.49624645025311e-05 0.05956396000143552 5.53989998914207e-05 0.09487316531793993 0.3119974898177196 -0.24196072660063822
617 6.17 0.07185931965588438 6.46617622028346e-05 0.05961207220516708 5.5250137724425175e-05 0.0949725267489363 0.31239080456401447 -0.24228930181980673
618 6.18 0.07190643607126651 6.436194758429848e-05 0.059660003966885936 5.5101572068651374e-05 0.0950716532108789 0.31278355233740207 -0.2426175282284057
619 6.19 0.07195331868539412 6.406301841433395e-05 0.05970775529576278 5.495330240400746e-05 0.09517054451229301 0.3131757321348194 -0.24294540502011064
620 6.2 0.0719999676318887 6.376497246552986e-05 0.05975532620151712 5.4805328211258676e-05 0.09526920046223863 0.31356734295316635 -0.24327293138780814
621 6.21 0.07204638304501193 6.346780751563987e-05 0.05980271669441914 5.465764897202592e-05 0.09536762087031009 0.31395838378927576 -0.24360010652359804
622 6.22 0.07209256505966338 6.317152134757191e-05 0.059849926785286736 5.451026416878437e-05 0.09546580554663259 0.3143488536399469 -0.24392692961879175
623 6.23 0.07213851381137731 6.287611174937633e-05 0.05989695648548382 5.436317328486229e-05 0.09556375430186687 0.31473875150191977 -0.24425339986391498
624 6.24 0.07218422943631969 6.25815765142349e-05 0.05994380580692092 5.42163758044396e-05 0.09566146694720495 0.3151280763718979 -0.24457951644870685
625 6.25 0.07222971207128542 6.22879134404492e-05 0.05999047476204972 5.406987121254637e-05 0.09575894329437196 0.3155168272465386 -0.2449052785621209
626 6.26 0.07227496185369464 6.199512033142932e-05 0.06003696336386799 5.392365899506177e-05 0.09585618315562472 0.3159050031224552 -0.24523068539232484
627 6.2700000000000005 0.07231997892159114 6.170319499568239e-05 0.06008327162590901 5.3777738638712345e-05 0.09595318634375283 0.3162926029962254 -0.24555573612670234
628 6.28 0.07236476341363801 6.141213524680197e-05 0.060129399562250316 5.36321096310711e-05 0.09604995267207656 0.31667962586438214 -0.24588042995185228
629 6.29 0.07240931546911555 6.112193890345588e-05 0.060175347187503614 5.3486771460555705e-05 0.09614648195444825 0.31706607072342763 -0.24620476605358932
630 6.3 0.07245363522791853 6.083260378937585e-05 0.06022111451681911 5.334172361642748e-05 0.09624277400525166 0.31745193656982906 -0.2465287436169447
631 6.3100000000000005 0.07249772283055278 6.054412773334573e-05 0.06026670156588072 5.319696558878991e-05 0.09633882863940113 0.3178372224000101 -0.2468523618261672
632 6.32 0.07254157841813219 6.025650856919033e-05 0.060312108350905835 5.30524968685874e-05 0.09643464567234106 0.31822192721037745 -0.24717561986472336
633 6.33 0.07258520213237629 5.996974413576457e-05 0.06035733488864484 5.2908316947603805e-05 0.0965302249200462 0.318606049997295 -0.24749851691529728
634 6.34 0.07262859411560674 5.968383227694226e-05 0.060402381196377544 5.276442531846126e-05 0.09662556619902418 0.31898958975710634 -0.24782105215979228
635 6.3500000000000005 0.07267175451074598 5.939877084160502e-05 0.060447247291912864 5.262082147461854e-05 0.0967206693263088 0.3193725454861217 -0.24814322477932954
636 6.36 0.07271468346131249 5.9114557683630975e-05 0.06049193319358867 5.247750491037015e-05 0.0968155341194652 0.319754916180632 -0.24846503395425096
637 6.37 0.07275738111141855 5.883119066188382e-05 0.060536438920267 5.233447512084479e-05 0.09691016039658862 0.32013670083690327 -0.2487864788641183
638 6.38 0.07279984760576802 5.854866764020185e-05 0.06058076449133627 5.219173160200384e-05 0.09700454797630303 0.32051789845117595 -0.2491075586877139
639 6.390000000000001 0.07284208308965295 5.826698648738688e-05 0.06062490992670748 5.204927385064042e-05 0.09709869667776005 0.32089850801967645 -0.2494282726030413
640 6.4 0.07288408770895105 5.7986145077193494e-05 0.06066887524681465 5.190710136437772e-05 0.09719260632064086 0.32127852853861105 -0.24974861978732582
