n s phi1 d4_phi1 phi2 d4_phi2 phi3 phi4 phi5
1126 11.26 0.0696465932305248 -1.0548619755692919e-05 0.06206134868058244 8.582766075613839e-06 0.11227092776072406 0.417392525832337 -0.3446085429423893
1127 11.27 0.06959975513411498 -1.0598628328159832e-05 0.06202732892951865 8.533188743513214e-06 0.11223679990140467 0.41737142239699954 -0.34464022738810796
1128 11.28 0.06955278815171584 -1.0648411406716578e-05 0.061993179295695006 8.483729065348345e-06 0.11220240487515426 0.4173492851759286 -0.34467107758076454
1129 11.290000000000001 0.06950569250096345 -1.0697969647836587e-05 0.06195889992947087 8.434386820041628e-06 0.1121677427439241 0.41732611348149407 -0.34470109252795245
1130 11.3 0.06945846839938702 -1.074730370635647e-05 0.06192449098129095 8.385161786893399e-06 0.11213281357015165 0.41730190662768574 -0.34473027123779143
1131 11.31 0.0694111160644092 -1.0796414235478816e-05 0.06188995260168424 8.336053745580975e-06 0.11209761741676455 0.41727666393012486 -0.3447586127189244
1132 11.32 0.06936363571334514 -1.0845301886776575e-05 0.061855284941263355 8.287062476158167e-06 0.1120621543471827 0.4172503847060587 -0.34478611598052744
1133 11.33 0.0693160275634021 -1.0893967310196444e-05 0.06182048815072434 8.238187759054731e-06 0.11202642442531169 0.4172230682743736 -0.34481278003231586
1134 11.34 0.06926829183167843 -1.0942411154063176e-05 0.0617855623808463 8.18942937507576e-06 0.11199042771555029 0.4171947139555998 -0.34483860388455057
1135 11.35 0.06922042873516393 -1.0990634065082765e-05 0.06175050778249043 8.14078710540095e-06 0.11195416428278604 0.41716532107191817 -0.34486358654804494
1136 11.36 0.06917243849073906 -1.1038636688346234e-05 0.0617153245066004 8.092260731584092e-06 0.11191763419239675 0.41713488894715867 -0.3448877270341676
1137 11.370000000000001 0.06912432131517393 -1.1086419667333755e-05 0.06168001270420083 8.04385003555248e-06 0.11188083751025041 0.4171034169068124 -0.34491102435485144
1138 11.38 0.06907607742512867 -1.1133983643918059e-05 0.06164457252639621 7.995554799606196e-06 0.11184377430270587 0.4170709042780407 -0.34493347752259895
1139 11.39 0.06902770703715255 -1.1181329258368048e-05 0.06160900412437423 7.947374806417675e-06 0.11180644463661055 0.4170373503896734 -0.34495508555048837
1140 11.4 0.06897921036768306 -1.1228457149352949e-05 0.061573307649399625 7.899309839030927e-06 0.11176884857930452 0.4170027545722139 -0.34497584745218224
1141 11.41 0.06893058763304644 -1.1275367953945356e-05 0.061537483252818104 7.851359680860997e-06 0.11173098619861743 0.4169671161578514 -0.3449957622419263
1142 11.42 0.06888183904945627 -1.1322062307625604e-05 0.0615015310860547 7.803524115693486e-06 0.11169285756286901 0.41693043448046274 -0.3450148289345678
1143 11.43 0.06883296483301354 -1.136854084428498e-05 0.061465451300612 7.7558029276837e-06 0.11165446274087043 0.41689270887561936 -0.3450330465455482
1144 11.44 0.06878396519970598 -1.1414804196229376e-05 0.06142924404807093 7.708195901356257e-06 0.1116158018019246 0.4168539386805936 -0.34505041409091985
1145 11.450000000000001 0.06873484036540745 -1.1460852994183446e-05 0.06139290948008998 7.660702821604423e-06 0.11157687481582357 0.4168141232343565 -0.34506693058735005
1146 11.46 0.06868559054587808 -1.1506687867293664e-05 0.06135644774840503 7.613323473689508e-06 0.11153768185285118 0.41677326187759833 -0.34508259505212113
1147 11.47 0.06863621595676322 -1.1552309443132179e-05 0.061319859004828156 7.56605764324022e-06 0.11149822298378237 0.41673135395272176 -0.34509740650314513
1148 11.48 0.06858671681359263 -1.1597718347700831e-05 0.06128314340124781 7.518905116252237e-06 0.11145849827988413 0.41668839880385056 -0.345111363958968
1149 11.49 0.06853709333178154 -1.164291520543406e-05 0.06124630108962795 7.471865679087336e-06 0.11141850781291379 0.41664439577684265 -0.34512446643876926
1150 11.5 0.06848734572662851 -1.1687900639203102e-05 0.06120933222200782 7.4249391184730294e-06 0.11137825165512033 0.41659934421928546 -0.34513671296237824
1151 11.51 0.06843747421331553 -1.1732675270319464e-05 0.06117223695050136 7.378125221501963e-06 0.1113377298792445 0.41655324348050415 -0.3451481025502783
1152 11.52 0.06838747900690834 -1.1777239718538332e-05 0.061135015427296824 7.331423775631134e-06 0.1112969425585178 0.4165060929115778 -0.34515863422360415
1153 11.53 0.06833736032235466 -1.182159460206261e-05 0.061097667804656475 7.284834568681556e-06 0.11125588976666478 0.41645789186532967 -0.3451683070041637
1154 11.540000000000001 0.06828711837448542 -1.1865740537545652e-05 0.06106019423491503 7.238357388837326e-06 0.11121457157790204 0.4164086396963411 -0.34517711991442634
1155 11.55 0.06823675337801227 -1.190967814009598e-05 0.06102259487048106 7.1919920246454795e-06 0.1111729880669351 0.4163583357609624 -0.3451850719775482
1156 11.56 0.06818626554752832 -1.195340802328016e-05 0.060984869863834876 7.145738265015079e-06 0.1111311393089659 0.4163069794173051 -0.34519216221736904
1157 11.57 0.06813565509750885 -1.1996930799126054e-05 0.06094701936752907 7.0995958992165484e-06 0.1110890253796854 0.41625457002526156 -0.3451983896584129
1158 11.58 0.06808492224230783 -1.2040247078127379e-05 0.06090904353418726 7.053564716881508e-06 0.11104664635527844 0.4162011069465046 -0.3452037533259078
1159 11.59 0.06803406719616029 -1.2083357469246645e-05 0.06087094251650475 7.007644508001804e-06 0.11100400231242025 0.4161465895444876 -0.3452082522457872
1160 11.6 0.06798309017318105 -1.212626257991824e-05 0.060832716467246584 6.961835062928949e-06 0.11096109332828102 0.4160910171844665 -0.34521188544468684
1161 11.61 0.06793199138736339 -1.2168963016052947e-05 0.06079436553924883 6.916136172373819e-06 0.11091791948052221 0.41603438923348257 -0.34521465194997125
1162 11.620000000000001 0.0678807710525795 -1.2211459382040929e-05 0.060755889885415804 6.87054762740578e-06 0.11087448084729801 0.4159767050603993 -0.34521655078972
1163 11.63 0.06782942938258046 -1.2253752280755101e-05 0.060717289658722334 6.82506921945222e-06 0.1108307775072549 0.41591796403587433 -0.34521758099275013
1164 11.64 0.0677779665909945 -1.2295842313555109e-05 0.060678565012211236 6.779700740297985e-06 0.11078680953953368 0.41585816553238963 -0.3452177415886143
1165 11.65 0.06772638289132765 -1.2337730080290381e-05 0.06063971609899406 6.734441982084742e-06 0.1107425770237665 0.4157973089242497 -0.34521703160760797
1166 11.66 0.06767467849696318 -1.2379416179303896e-05 0.06060074307224961 6.6892927373104484e-06 0.11069808004008014 0.4157353935875825 -0.34521545008078014
1167 11.67 0.06762285362116027 -1.2420901207435866e-05 0.060561646085224755 6.644252798828811e-06 0.11065331866909345 0.4156724189003562 -0.3452129960399395
1168 11.68 0.06757090847705538 -1.2462185760026322e-05 0.06052242529123199 6.599321959848485e-06 0.11060829299191893 0.41560838424237434 -0.34520966851765333
1169 11.69 0.06751884327765961 -1.2503270430919783e-05 0.060483080843651185 6.55450001393283e-06 0.11056300309016337 0.4155432889952928 -0.3452054665472688
1170 11.700000000000001 0.06746665823586045 -1.2544155812467845e-05 0.0604436128959281 6.509786754999049e-06 0.11051744904592642 0.4154771325426123 -0.34520038916290785
1171 11.71 0.06741435356441977 -1.2584842495533053e-05 0.060404021601574764 6.465181977317827e-06 0.11047163094180068 0.41540991426969986 -0.34519443539947536
1172 11.72 0.06736192947597408 -1.2625331069492254e-05 0.06036430711416642 6.4206854755125804e-06 0.11042554886087419 0.41534163356378073 -0.3451876042926745
1173 11.73 0.067309386183034 -1.2665622122239991e-05 0.060324469587344706 6.37629704455904e-06 0.11037920288672731 0.4152722898139547 -0.3451798948790048
1174 11.74 0.06725672389798426 -1.270571624019189e-05 0.06028450917481498 6.332016479784494e-06 0.11033259310343513 0.4152018824111958 -0.3451713061957715
1175 11.75 0.0672039428330824 -1.2745614008288353e-05 0.06024442603034577 6.287843576867412e-06 0.11028571959556793 0.41513041074836154 -0.34516183728109506
1176 11.76 0.0671510432004595 -1.2785316009997589e-05 0.06020422030776944 6.2437781318367294e-06 0.11023858244818802 0.41505787422020135 -0.3451514871739153
1177 11.77 0.06709802521211855 -1.2824822827319394e-05 0.06016389216098185 6.199819941071414e-06 0.1101911817468541 0.4149842722233523 -0.3451402549140018
1178 11.78 0.06704488907993505 -1.2864135040788282e-05 0.060123441743939604 6.1559688012997165e-06 0.11014351757761814 0.414909604156364 -0.3451281395419542
1179 11.790000000000001 0.06699163501565647 -1.2903253229477e-05 0.06008286921066282 6.112224509598707e-06 0.11009559002702735 0.4148338694196785 -0.3451151400992184
1180 11.8 0.06693826323090085 -1.294217797100004e-05 0.060042174715232835 6.068586863393845e-06 0.11004739918212308 0.4147570674156673 -0.34510125562808824
1181 11.81 0.06688477393715814 -1.2980909841516655e-05 0.060001358411791744 6.025055660458099e-06 0.10999894513044262 0.4146791975486086 -0.3450864851717107
1182 11.82 0.06683116734578842 -1.3019449415734555e-05 0.05996042045454261 5.981630698911591e-06 0.10995022796001708 0.414600259224712 -0.3450708277740978
1183 11.83 0.06677744366802185 -1.3057797266913337e-05 0.05991936099774876 5.938311777221067e-06 0.10990124775937316 0.41452025185212293 -0.34505428248013215
1184 11.84 0.0667236031149584 -1.3095953966867555e-05 0.05987818019573317 5.8950986941992436e-06 0.10985200461753297 0.41443917484091863 -0.34503684833557446
1185 11.85 0.0666696458975678 -1.3133920085970108e-05 0.05983687820287788 5.851991249004148e-06 0.10980249862401359 0.414357027603121 -0.3450185243870675
1186 11.86 0.06661557222668868 -1.3171696193155823e-05 0.059795455173624834 5.808989241138781e-06 0.10975272986882834 0.4142738095527083 -0.34499930968214654
1187 11.870000000000001 0.066561382313028 -1.320928285592467e-05 0.05975391126247387 5.766092470450456e-06 0.10970269844248465 0.4141895201056083 -0.344979203269249
1188 11.88 0.06650707636716147 -1.3246680640345051e-05 0.05971224662398289 5.72330073713014e-06 0.109652404435987 0.4141041586797216 -0.34495820419771583
1189 11.89 0.06645265459953253 -1.3283890111056925e-05 0.05967046141276712 5.68061384171202e-06 0.109601847940836 0.4140177246949084 -0.34493631151780246
1190 11.9 0.06639811722045225 -1.332091183127565e-05 0.0596285557835004 5.63803158507291e-06 0.1095510290490258 0.4139302175730126 -0.3449135242806861
1191 11.91 0.0663434644400982 -1.3357746362794989e-05 0.05958652989091143 5.595553768431761e-06 0.1094999478530504 0.4138416367378508 -0.344889841538473
1192 11.92 0.06628869646851548 -1.3394394265990197e-05 0.059544383889786986 5.553180193348949e-06 0.10944860444589716 0.41375198161524107 -0.344865262344205
1193 11.93 0.06623381351561575 -1.3430856099821528e-05 0.05950211793496904 5.510910661725754e-06 0.10939699892104993 0.4136612516329854 -0.34483978575186547
1194 11.94 0.06617881579117635 -1.3467132421837539e-05 0.05945973218135463 5.468744975803918e-06 0.10934513137249119 0.41356944622089276 -0.3448134108163894
1195 11.950000000000001 0.06612370350484009 -1.3503223788178604e-05 0.059417226783897284 5.426682938165097e-06 0.10929300189469793 0.41347656481077677 -0.3447861365936714
1196 11.96 0.06606847686611528 -1.3539130753579593e-05 0.05937460189760335 5.384724351730119e-06 0.10924061058264434 0.41338260683646455 -0.34475796214057297
1197 11.97 0.06601313608437587 -1.357485387137349e-05 0.05933185767753525 5.3428690197585964e-06 0.109187957531802 0.4132875717338067 -0.3447288865149235
1198 11.98 0.06595768136885916 -1.361039369349491e-05 0.059288994278808585 5.301116745848379e-06 0.10913504283813963 0.4131914589406802 -0.344698908775539
1199 11.99 0.0659021129286676 -1.3645750770482828e-05 0.059246011856591355 5.259467333934868e-06 0.10908186659812258 0.4130942678969882 -0.34466802798222196
1200 12.0 0.06584643097276766 -1.3680925651483946e-05 0.05920291056610584 5.2179205882905604e-06 0.10902842890871406 0.41299599804468246 -0.34463624319576835
1201 12.01 0.06579063570998855 -1.3715918884256435e-05 0.059159690562627376 5.176476313524597e-06 0.10897472986737328 0.4128966488277581 -0.34460355347798244
1202 12.02 0.06573472734902347 -1.3750731015172352e-05 0.05911635200148142 5.135134314581969e-06 0.10892076957205865 0.41279621969225877 -0.34456995789167477
1203 12.030000000000001 0.06567870609842774 -1.3785362589221642e-05 0.05907289503804759 5.093894396743238e-06 0.10886654812122531 0.412694710086291 -0.34453545550067954
1204 12.040000000000001 0.06562257216661976 -1.3819814150014693e-05 0.05902931982775496 5.052756365623784e-06 0.10881206561382717 0.4125921194600275 -0.3445000453698551
1205 12.05 0.06556632576188032 -1.3854086239785856e-05 0.05898562652608429 5.011720027173283e-06 0.10875732214931477 0.41248844726570755 -0.3444637265650914
1206 12.06 0.06550996709235057 -1.3888179399396947e-05 0.058941815288566665 4.970785187675402e-06 0.10870231782763806 0.412383692957653 -0.34442649815332627
1207 12.07 0.06545349636603487 -1.3922094168339738e-05 0.05889788627078446 4.92995165374692e-06 0.10864705274924419 0.41227785599226974 -0.3443883592025436
1208 12.08 0.06539691379079793 -1.3955831084739625e-05 0.05885383962836828 4.889219232337343e-06 0.10859152701507979 0.412170935828055 -0.3443493087817845
1209 12.09 0.06534021957436476 -1.3989390685358938e-05 0.0588096755169981 4.8485877307284625e-06 0.10853574072658856 0.4120629319256064 -0.3443093459611589
1210 12.1 0.06528341392432191 -1.4022773505599398e-05 0.058765394092403236 4.8080569565335265e-06 0.10847969398571439 0.41195384374761956 -0.3442684698118461
1211 12.11 0.065226497048115 -1.4055980079506272e-05 0.05872099551036179 4.767626717697101e-06 0.10842338689489867 0.4118436707589104 -0.34422667940610774
1212 12.120000000000001 0.06516946915304989 -1.4089010939770857e-05 0.05867647992670015 4.7272968224941964e-06 0.10836681955708227 0.41173241242640124 -0.34418397381729793
1213 12.13 0.065112330446292 -1.4121866617733512e-05 0.05863184749729086 4.687067079529806e-06 0.10830999207570602 0.41162006821915087 -0.34414035211986127
1214 12.14 0.06505508113486569 -1.4154547643387367e-05 0.058587098378055286 4.6469372977384675e-06 0.10825290455470832 0.4115066376083427 -0.3440958133893526
1215 12.15 0.06499772142565402 -1.4187054545381175e-05 0.05854223272496108 4.606907286383664e-06 0.10819555709852796 0.411392120067293 -0.34405035670243833
1216 12.16 0.06494025152539862 -1.4219387851022292e-05 0.05849725069402163 4.5669768550572375e-06 0.1081379498121034 0.4112765150714721 -0.344003981136904
1217 12.17 0.06488267164069894 -1.4251548086280208e-05 0.058452152441298685 4.5271458136790454e-06 0.108080082800872 0.41115982209849666 -0.3439566857716676
1218 12.18 0.06482498197801306 -1.4283535775788922e-05 0.05840693812289696 4.487413972496035e-06 0.1080219561707716 0.4110420406281414 -0.3439084696867788
1219 12.19 0.064767182743656 -1.4315351442850922e-05 0.05836160789496794 4.447781142082166e-06 0.1079635700282397 0.4109231701423395 -0.34385933196343643
1220 12.200000000000001 0.06470927414379929 -1.4346995609439988e-05 0.05831616191370759 4.408247133337677e-06 0.10790492448021388 0.4108032101252068 -0.3438092716839928
1221 12.21 0.06465125638447261 -1.437846879620372e-05 0.058270600335356804 4.368811757488429e-06 0.10784601963413232 0.4106821600630286 -0.3437582879319565
1222 12.22 0.06459312967156144 -1.4409771522467479e-05 0.058224923316199315 4.3294748260855314e-06 0.10778685559793288 0.41056001944427467 -0.3437063797920107
1223 12.23 0.0645348942108071 -1.4440904306237176e-05 0.058179131012564445 4.290236151004916e-06 0.10772743248005473 0.41043678775961134 -0.34365354635001677
1224 12.24 0.06447655020780801 -1.4471867664201744e-05 0.05813322358082322 4.251095544446391e-06 0.10766775038943754 0.4103124645018936 -0.34359978669301505
1225 12.25 0.06441809786801689 -1.4502662111737236e-05 0.058087201177390205 4.21205281893366e-06 0.1076078094355209 0.4101870491661923 -0.3435450999092472
1226 12.26 0.0643595373967426 -1.4533288162909109e-05 0.058041063958722064 4.173107787313351e-06 0.107547609728248 0.41006054124978086 -0.3434894850881526
1227 12.27 0.06430086899914844 -1.4563746330475596e-05 0.057994812081318264 4.134260262754794e-06 0.10748715137806031 0.4099329402521563 -0.3434329413203826
1228 12.280000000000001 0.06424209288025268 -1.4594037125890879e-05 0.057948445701720225 4.095510058749273e-06 0.10742643449590106 0.40980424567503326 -0.3433754676978108
1229 12.290000000000001 0.0641832092449281 -1.462416105930753e-05 0.05790196497650919 4.056856989109596e-06 0.10736545919321655 0.4096744570223747 -0.34331706331353085
1230 12.3 0.06412421829790116 -1.4654118639580286e-05 0.05785537006230844 4.0183008679695825e-06 0.1073042255819538 0.40954357380036144 -0.343257727261877
1231 12.31 0.064065120243752 -1.4683910374268783e-05 0.057808661115781784 3.979841509783582e-06 0.10724273377456173 0.4094115955174331 -0.34319745863842854
1232 12.32 0.0640059152869149 -1.4713536769640263e-05 0.05776183829363375 3.9414787293257686e-06 0.10718098388398994 0.40927852168428003 -0.3431362565400111
1233 12.33 0.0639466036316767 -1.4742998330673115e-05 0.05771490175260706 3.9032123416898575e-06 0.10711897602369203 0.4091443518138498 -0.34307412006471805
1234 12.34 0.06388718548217703 -1.4772295561059542e-05 0.05766785164948561 3.8650421622884856e-06 0.1070567103076232 0.4090090854213573 -0.3430110483119073
1235 12.35 0.06382766104240878 -1.4801428963208588e-05 0.05762068814109114 3.8269680068525015e-06 0.10699418685024037 0.40887272202428626 -0.34294704038221546
1236 12.36 0.06376803051621632 -1.483039903824937e-05 0.05757341138428439 3.78898969143081e-06 0.106931405766504 0.4087352611424113 -0.3428820953775681
1237 12.370000000000001 0.06370829410729639 -1.4859206286033766e-05 0.05752602153596481 3.7511070323896263e-06 0.10686836717187609 0.4085967022977832 -0.3428162124011832
1238 12.38 0.06364845201919761 -1.4887851205139433e-05 0.05747851875306881 3.7133198464119056e-06 0.10680507118232269 0.4084570450147518 -0.3427493905575809
1239 12.39 0.06358850445531955 -1.4916334292873123e-05 0.05743090319257102 3.6756279504970143e-06 0.10674151791431252 0.40831628881996407 -0.3426816289525979
1240 12.4 0.0635284516189133 -1.494465604527317e-05 0.05738317501148352 3.638031161960089e-06 0.1066777074848172 0.40817443324238667 -0.3426129266933856
1241 12.41 0.06346829371308055 -1.4972816957112806e-05 0.05733533436685408 3.6005292984315623e-06 0.10661364001131218 0.40803147781328164 -0.34254328288843106
1242 12.42 0.06340803094077363 -1.500081752190291e-05 0.05728738141576774 3.5631221778565927e-06 0.10654931561177594 0.40788742206625184 -0.34247269664755386
1243 12.43 0.0633476635047951 -1.5028658231895065e-05 0.057239316315344846 3.525809618494649e-06 0.10648473440469108 0.4077422655372174 -0.3424011670819245
1244 12.44 0.06328719160779755 -1.5056339578084493e-05 0.057191139222742424 3.4885914389189143e-06 0.10641989650904349 0.40759600776443694 -0.3423286933040667
1245 12.450000000000001 0.06322661545228325 -1.5083862050212885e-05 0.05714285029515176 3.4514674580158283e-06 0.1063548020443239 0.4074486482885189 -0.3422552744278684
1246 12.46 0.0631659352406041 -1.511122613677136e-05 0.05709444968979935 3.414437494984486e-06 0.10628945113052618 0.40730018665241463 -0.3421809095685917
1247 12.47 0.0631051511749608 -1.5138432325003662e-05 0.05704593756394628 3.377501369336286e-06 0.1062238438881496 0.40715062240143585 -0.3421055978428804
1248 12.48 0.06304426345740305 -1.5165481100908696e-05 0.056997314074887465 3.3406589008942784e-06 0.10615798043819763 0.40699995508325104 -0.3420293383687686
1249 12.49 0.06298327228982964 -1.5192372949243407e-05 0.056948579379951944 3.3039099097926772e-06 0.10609186090217837 0.40684818424791613 -0.34195213026568994
1250 12.5 0.06292217787398707 -1.5219108353526078e-05 0.056899733636502525 3.2672542164764327e-06 0.10602548540210383 0.40669530944785093 -0.3418739726544855
1251 12.51 0.06286098041147031 -1.5245687796038975e-05 0.056850777001934055 3.230691641700624e-06 0.10595885406049294 0.4065413302378684 -0.3417948646574167
1252 12.52 0.06279968010372161 -1.5272111757831368e-05 0.05680170963367487 3.194222006530101e-06 0.10589196700036846 0.40638624617516994 -0.34171480539817156
1253 12.530000000000001 0.06273827715203145 -1.5298380718722104e-05 0.056752531689185495 3.1578451323387656e-06 0.10582482434525853 0.40623005681936597 -0.3416337940018692
1254 12.540000000000001 0.06267677175753739 -1.5324495157302656e-05 0.056703243325958205 3.1215608408092177e-06 0.1057574262191972 0.40607276173245976 -0.34155182959507746
1255 12.55 0.06261516412122359 -1.5350455550940317e-05 0.05665384470151663 3.0853689539322594e-06 0.10568977274672459 0.40591436047888463 -0.3414689113058158
1256 12.56 0.06255345444392146 -1.5376262375780526e-05 0.056604335973415645 3.0492692940062634e-06 0.1056218640528857 0.4057548526254835 -0.34138503826356836
1257 12.57 0.0624916429263086 -1.5401916106750068e-05 0.05655471729924183 3.0132616836368286e-06 0.10555370026323269 0.4055942377415378 -0.34130020959928764
1258 12.58 0.062429729768909314 -1.5427417217559698e-05 0.05650498883661119 2.9773459457361444e-06 0.10548528150382341 0.40543251539875547 -0.34121442444540806
1259 12.59 0.06236771517209305 -1.545276618070739e-05 0.056455150743170715 2.94152190352264e-06 0.10541660790122198 0.40526968517129713 -0.34112768193585774
1260 12.6 0.06230559933607582 -1.5477963467480654e-05 0.056405203176596405 2.905789380520287e-06 0.10534767958249902 0.40510574663577037 -0.3410399812060594
1261 12.61 0.06224338246091865 -1.5503009547959686e-05 0.05635514629459448 2.870148200558266e-06 0.10527849667523248 0.40494069937123855 -0.34095132139294515
1262 12.620000000000001 0.06218106474652785 -1.55279048910202e-05 0.05630498025489927 2.834598187770433e-06 0.10520905930750662 0.40477454295923465 -0.34086170163496843
1263 12.63 0.06211864639265474 -1.5552649964336045e-05 0.05625470521527477 2.799139166594744e-06 0.10513936760791304 0.4046072769837612 -0.34077112107210605
1264 12.64 0.06205612759889567 -1.5577245234382175e-05 0.05620432133351225 2.763770961772809e-06 0.10506942170555078 0.4044389010313001 -0.3406795788458701
1265 12.65 0.06199350856469077 -1.560169116643752e-05 0.05615382876743248 2.7284933983495114e-06 0.10499922173002602 0.4042694146908281 -0.34058707409932354
1266 12.66 0.06193078948932501 -1.5625988224587543e-05 0.0561032276748821 2.6933063016722367e-06 0.10492876781145305 0.40409881755380717 -0.34049360597707934
1267 12.67 0.061867970571926945 -1.565013687172739e-05 0.05605251821373662 2.6582094973907014e-06 0.10485806008045356 0.4039271092142034 -0.34039917362531846
1268 12.68 0.0618050520114693 -1.5674137569564182e-05 0.05600170054189717 2.6232028114561512e-06 0.10478709866815722 0.4037542892685013 -0.34030377619179353
1269 12.69 0.061742034006767976 -1.569799077862023e-05 0.05595077481729252 2.588286070121138e-06 0.10471588370620266 0.4035803573156924 -0.34020741282584077
1270 12.700000000000001 0.06167891675648207 -1.5721696958235777e-05 0.055899741197876884 2.55345909993885e-06 0.10464441532673491 0.40340531295729454 -0.3401100826783896
1271 12.71 0.061615700459113854 -1.5745256566571515e-05 0.05584859984163078 2.518721727762722e-06 0.10457269366241057 0.4032291557973622 -0.3400117849019726
1272 12.72 0.061552385313008495 -1.5768670060611402e-05 0.05579735090656031 2.484073780745836e-06 0.10450071884639289 0.4030518854424825 -0.3399125186507328
1273 12.73 0.06148897151635346 -1.579193789616578e-05 0.05574599455069708 2.4495150863405715e-06 0.10442849101235402 0.40287350150179346 -0.33981228308043776
1274 12.74 0.061425459267178795 -1.5815060527873553e-05 0.055694530932095795 2.4150454722979586e-06 0.10435601029447561 0.4026940035869906 -0.33971107734848105
1275 12.75 0.06136184876335643 -1.583803840920533e-05 0.055642960208838244 2.3806647666673457e-06 0.10428327682744898 0.40251339131232555 -0.3396089006139007
1276 12.76 0.06129814020259999 -1.5860871992466268e-05 0.0555912825390282 2.3463727977958315e-06 0.1042102907464747 0.4023316642946182 -0.33950575203738675
1277 12.77 0.06123433378246518 -1.5883561728798252e-05 0.05553949808079463 2.3121693943277414e-06 0.10413705218726221 0.4021488221532721 -0.3394016307812844
1278 12.780000000000001 0.061170429700348694 -1.59061080681833e-05 0.05548760699228934 2.278054385204232e-06 0.10406356128603211 0.40196486451027313 -0.3392965360096132
1279 12.790000000000001 0.0611064281534886 -1.592851145944565e-05 0.0554356094316872 2.244027599662737e-06 0.10398981817951453 0.40177979099019234 -0.33919046688806964
1280 12.8 0.06104232933896403 -1.595077235025492e-05 0.055383505557186144 2.210088867236507e-06 0.1039158230049495 0.40159360122021237 -0.3390834225840398
1281 12.81 0.06097813345369396 -1.5972891187128897e-05 0.0553312955270063 2.1762380177541958e-06 0.10384157590008702 0.4014062948301098 -0.3389754022666136
1282 12.82 0.06091384069443945 -1.599486841543541e-05 0.055278979499390354 2.142474881339146e-06 0.10376707700318949 0.40121787145228893 -0.3388664051065797
1283 12.83 0.060849451257800447 -1.601670447939625e-05 0.0552265576326019 2.108799288409205e-06 0.10369232645302873 0.4010283307217697 -0.33875643027645697
1284 12.84 0.06078496534021721 -1.6038399822089046e-05 0.05517403008492722 2.0752110696761456e-06 0.10361732438888732 0.4008376722761935 -0.33864547695048985
1285 12.85 0.06072038313797057 -1.6059954885449872e-05 0.05512139701467213 2.041710056144943e-06 0.10354207095055962 0.40064589575586407 -0.3385335443046553
1286 12.86 0.060655704847180136 -1.6081370110276618e-05 0.055068658580164506 2.008296079113716e-06 0.10346656627835116 0.40045300080370616 -0.33842063151668755
1287 12.870000000000001 0.06059093066380522 -1.6102645936230962e-05 0.05501581493975201 1.9749689701729413e-06 0.10339081051308008 0.40025898706530816 -0.3383067377660762
1288 12.88 0.060526060783644586 -1.612378280184139e-05 0.0549628662518023 1.941728561205035e-06 0.10331480379607466 0.4000638541889203 -0.3381918622340774
1289 12.89 0.06046109540233535 -1.6144781144505887e-05 0.0549098126747036 1.908574684383986e-06 0.10323854626917578 0.39986760182545655 -0.3380760041037325
1290 12.9 0.06039603471535415 -1.6165641400494242e-05 0.054856654366862614 1.8755071721747014e-06 0.10316203807473606 0.3996702296285126 -0.3379591625598637
1291 12.91 0.06033087891801553 -1.6186364004951243e-05 0.054803391486705155 1.8425258573327182e-06 0.1030852793556224 0.39947173725436524 -0.3378413367890998
1292 12.92 0.06026562820547249 -1.6206949391898902e-05 0.05475002419267676 1.809630572903626e-06 0.1030082702552117 0.39927212436198234 -0.3377225259798762
1293 12.93 0.06020028277271677 -1.6227397994238998e-05 0.05469655264324026 1.7768211522225026e-06 0.10293101091739498 0.39907139061303365 -0.3376027293224455
1294 12.94 0.06013484281457726 -1.624771024375627e-05 0.054642976996877396 1.7440974289136838e-06 0.10285350148657607 0.3988695356718974 -0.3374819460088938
1295 12.950000000000001 0.06006930852572079 -1.6267886571120478e-05 0.05458929741208704 1.711459236890074e-06 0.10277574210767187 0.39866655920565996 -0.33736017523314543
1296 12.96 0.06000368010065221 -1.6287927405889194e-05 0.05453551404738578 1.6789064103527277e-06 0.10269773292611217 0.3984624608841467 -0.33723741619097325
1297 12.97 0.0599379577337128 -1.6307833176510696e-05 0.054481627061307866 1.6464387837904874e-06 0.10261947408784106 0.39825724037988985 -0.3371136680800155
1298 12.98 0.05987214161908194 -1.6327604310326092e-05 0.0544276366124032 1.614056191979336e-06 0.10254096573931654 0.39805089736818156 -0.33698893009977837
1299 12.99 0.059806231950775335 -1.6347241233572253e-05 0.054373542859239274 1.5817584699820556e-06 0.102462208027509 0.3978434315270567 -0.33686320145164705
1300 13.0 0.059740228922645244 -1.6366744371384378e-05 0.054319345960399085 1.5495454531477325e-06 0.10238320109990523 0.39763484253729464 -0.3367364813389042
1301 13.01 0.059674132728381124 -1.6386114147798437e-05 0.054265046074481516 1.5174169771112151e-06 0.10230394510450463 0.3974251300824503 -0.33660876896672876
1302 13.02 0.059607943561508225 -1.6405350985753912e-05 0.05421064336010076 1.4853728777927699e-06 0.10222444018982246 0.39721429384883544 -0.33648006354222004
1303 13.030000000000001 0.059541661615387986 -1.6424455307096313e-05 0.054156137975886684 1.4534129913975527e-06 0.10214468650488756 0.3970023335255548 -0.33635036427439235
1304 13.040000000000001 0.05947528708321814 -1.644342753257964e-05 0.054101530080484 1.421537154415057e-06 0.10206468419924364 0.3967892488044895 -0.3362196703741973
1305 13.05 0.05940882015803162 -1.64622680818693e-05 0.05404681983255118 1.3897452036188575e-06 0.10198443342295138 0.3965750393803198 -0.3360879810545343
